ip,country_code,region_code,location
13.34.24.1/32,SE,SE-AB,Stockholm
13.34.24.2/31,SE,SE-AB,Stockholm
13.34.24.4/30,SE,SE-AB,Stockholm
13.34.24.8/29,SE,SE-AB,Stockholm
13.34.24.33/32,SE,SE-AB,Stockholm
13.34.24.34/31,SE,SE-AB,Stockholm
13.34.24.36/30,SE,SE-AB,Stockholm
13.34.24.40/29,SE,SE-AB,Stockholm
13.34.24.64/27,IN,IN-TG,Hyderabad
13.34.24.96/27,US,US-OR,Boardman
13.34.24.128/26,US,US-OR,Boardman
13.34.24.192/27,US,US-OR,Boardman
13.34.25.1/32,GB,GB-LND,London
13.34.25.2/31,GB,GB-LND,London
13.34.25.4/30,GB,GB-LND,London
13.34.25.8/29,GB,GB-LND,London
13.34.25.33/32,GB,GB-LND,London
13.34.25.34/31,GB,GB-LND,London
13.34.25.36/30,GB,GB-LND,London
13.34.25.40/29,GB,GB-LND,London
13.34.25.64/26,US,US-OR,Boardman
13.34.25.128/26,US,US-OR,Boardman
13.34.25.204/31,IN,IN-MH,Mumbai
13.34.25.216/29,IN,IN-MH,Mumbai
13.34.25.248/29,IN,IN-MH,Mumbai
13.34.26.0/25,US,US-OR,Boardman
13.34.26.128/26,SE,SE-AB,Stockholm
13.34.26.192/27,GB,GB-LND,London
13.34.27.0/26,GB,GB-LND,London
13.34.27.64/27,GB,GB-LND,London
13.34.27.96/27,BR,BR-SP,Sao Paulo
13.34.27.128/27,BR,BR-SP,Sao Paulo
13.34.28.0/24,US,US-OR,Boardman
13.34.29.0/26,BR,BR-SP,Sao Paulo
13.34.29.64/26,US,US-VA,Ashburn
13.34.29.128/25,US,US-VA,Ashburn
13.34.30.0/24,US,US-VA,Ashburn
13.34.31.0/25,US,US-VA,Ashburn
13.34.31.128/26,BR,BR-SP,Sao Paulo
13.34.31.192/26,US,US-VA,Ashburn
13.34.32.0/25,US,US-CA,San Jose
13.34.32.128/26,US,US-CA,San Jose
13.34.32.193/32,ID,ID-JK,Jakarta
13.34.32.194/31,ID,ID-JK,Jakarta
13.34.32.196/30,ID,ID-JK,Jakarta
13.34.32.200/29,ID,ID-JK,Jakarta
13.34.32.225/32,ID,ID-JK,Jakarta
13.34.32.226/31,ID,ID-JK,Jakarta
13.34.32.228/30,ID,ID-JK,Jakarta
13.34.32.232/29,ID,ID-JK,Jakarta
13.34.33.0/25,DE,DE-HE,Frankfurt
13.34.33.128/26,DE,DE-HE,Frankfurt
13.34.33.192/26,SE,SE-AB,Stockholm
13.34.34.0/26,SE,SE-AB,Stockholm
13.34.34.64/26,IN,IN-TG,Hyderabad
13.34.34.128/26,AE,AE-DU,Dubai
13.34.34.192/26,US,US-VA,Ashburn
13.34.35.0/25,AE,AE-DU,Dubai
13.34.35.128/26,AE,AE-DU,Dubai
13.34.35.192/26,ID,ID-JK,Jakarta
13.34.36.0/26,ID,ID-JK,Jakarta
13.34.36.64/26,FR,FR-75C,Paris
13.34.36.128/26,FR,FR-75C,Paris
13.34.36.192/26,IE,IE-D,Dublin
13.34.37.0/24,AU,AU-VIC,Melbourne
13.34.38.0/25,ES,ES-AR,Zaragoza
13.34.38.128/26,ES,ES-AR,Zaragoza
13.34.38.193/32,IE,IE-D,Dublin
13.34.38.194/31,IE,IE-D,Dublin
13.34.38.196/30,IE,IE-D,Dublin
13.34.38.200/32,IE,IE-D,Dublin
13.34.38.203/32,IE,IE-D,Dublin
13.34.38.204/30,IE,IE-D,Dublin
13.34.38.225/32,IE,IE-D,Dublin
13.34.38.226/31,IE,IE-D,Dublin
13.34.38.228/30,IE,IE-D,Dublin
13.34.38.232/32,IE,IE-D,Dublin
13.34.38.235/32,IE,IE-D,Dublin
13.34.38.236/30,IE,IE-D,Dublin
13.34.39.0/24,CH,CH-ZH,Zurich
13.34.40.0/26,US,US-VA,Ashburn
13.34.40.64/26,CH,CH-ZH,Zurich
13.34.40.128/25,IE,IE-D,Dublin
13.34.41.0/26,US,US-CA,San Jose
13.34.41.64/26,AU,AU-NSW,Sydney
13.34.41.128/25,AU,AU-NSW,Sydney
13.34.42.0/25,US,US-VA,Ashburn
13.34.42.128/26,US,US-OR,Boardman
13.34.42.192/26,BR,BR-SP,Sao Paulo
13.34.43.0/26,IN,IN-MH,Mumbai
13.34.43.64/26,US,US-OH,Columbus
13.34.43.128/26,US,US-OH,Columbus
13.34.43.192/26,US,US-VA,Ashburn
13.34.44.0/26,US,US-OH,Columbus
13.34.44.64/26,SG,SG-01,Singapore
13.34.44.128/26,SG,SG-01,Singapore
13.34.44.192/26,IE,IE-D,Dublin
13.34.46.0/26,IN,IN-MH,Mumbai
13.34.46.64/26,IT,IT-MI,Milan
13.34.46.128/25,JP,JP-13,Tokyo
13.34.47.0/25,DE,DE-HE,Frankfurt
13.34.47.128/26,US,US-VA,Ashburn
13.34.47.192/26,BR,BR-SP,Sao Paulo
13.34.48.0/26,IN,IN-MH,Mumbai
13.34.48.64/26,GB,GB-LND,London
13.34.48.128/25,IE,IE-D,Dublin
13.34.49.0/24,IE,IE-D,Dublin
13.34.50.64/26,IE,IE-D,Dublin
13.34.50.128/25,US,US-VA,Ashburn
13.34.51.0/26,US,US-VA,Ashburn
13.34.51.64/26,US,US-OH,Columbus
13.34.51.128/25,US,US-CA,San Jose
13.34.52.0/26,US,US-OH,Columbus
13.34.52.64/26,GB,GB-LND,London
13.34.52.128/25,GB,GB-LND,London
13.34.53.0/26,FR,FR-75C,Paris
13.34.53.64/26,IT,IT-MI,Milan
13.34.53.128/27,SG,SG-01,Singapore
13.34.53.160/27,JP,JP-13,Tokyo
13.34.53.192/27,JP,JP-13,Tokyo
13.34.53.224/27,IT,IT-MI,Milan
13.34.54.0/27,IT,IT-MI,Milan
13.34.54.32/27,SG,SG-01,Singapore
13.34.54.64/27,SG,SG-01,Singapore
13.34.54.96/27,US,US-OR,Boardman
13.34.54.128/25,US,US-OR,Boardman
13.34.55.0/27,US,US-OR,Boardman
13.34.55.32/27,US,US-CA,San Jose
13.34.55.64/27,US,US-CA,San Jose
13.34.55.96/27,IN,IN-MH,Mumbai
13.34.55.128/27,IN,IN-MH,Mumbai
13.34.55.160/27,SG,SG-01,Singapore
13.34.55.192/26,US,US-VA,Ashburn
13.34.56.0/25,US,US-VA,Ashburn
13.34.56.128/25,IE,IE-D,Dublin
13.34.57.0/26,US,US-OR,Boardman
13.34.57.64/26,US,US-VA,Ashburn
13.34.57.128/25,US,US-VA,Ashburn
13.34.58.0/26,IN,IN-TG,Hyderabad
13.34.58.64/26,US,US-CA,San Jose
13.34.58.128/26,KR,KR-28,Incheon
13.34.58.192/26,JP,JP-13,Tokyo
13.34.59.0/26,AE,AE-DU,Dubai
13.34.59.64/26,US,US-VA,Ashburn
13.34.59.128/26,US,US-VA,Ashburn
13.34.59.192/26,SG,SG-01,Singapore
13.34.60.0/24,US,US-VA,Ashburn
13.34.61.0/26,US,US-VA,Ashburn
13.34.61.64/26,IE,IE-D,Dublin
13.34.61.128/26,US,US-OH,Columbus
13.34.61.192/26,US,US-OR,Boardman
13.34.62.0/26,CN,CN-HK,Hong Kong
13.34.62.64/26,CH,CH-ZH,Zurich
13.34.62.128/26,JP,JP-13,Tokyo
13.34.62.192/26,IE,IE-D,Dublin
13.34.63.0/26,CN,CN-HK,Hong Kong
13.34.63.64/26,BR,BR-SP,Sao Paulo
13.34.63.128/26,US,US-VA,Ashburn
13.34.63.192/26,US,US-OH,Columbus
13.34.64.0/25,FR,FR-75C,Paris
13.34.64.128/26,IN,IN-MH,Mumbai
13.34.64.192/26,IL,IL-TA,Tel Aviv
13.34.65.0/24,IL,IL-TA,Tel Aviv
13.34.66.0/25,US,US-VA,Ashburn
13.34.66.128/26,GB,GB-LND,London
13.34.66.192/26,US,US-VA,Ashburn
13.34.67.0/26,US,US-VA,Ashburn
13.34.67.64/26,US,US-OR,Boardman
13.34.67.128/25,US,US-OR,Boardman
13.34.68.0/26,US,US-OR,Boardman
13.34.68.64/26,IN,IN-MH,Mumbai
13.34.68.128/26,US,US-VA,Ashburn
13.34.68.193/32,AU,AU-NSW,Sydney
13.34.68.194/31,AU,AU-NSW,Sydney
13.34.68.196/30,AU,AU-NSW,Sydney
13.34.68.200/29,AU,AU-NSW,Sydney
13.34.68.225/32,AU,AU-NSW,Sydney
13.34.68.226/31,AU,AU-NSW,Sydney
13.34.68.228/30,AU,AU-NSW,Sydney
13.34.68.232/29,AU,AU-NSW,Sydney
13.34.69.0/25,JP,JP-13,Tokyo
13.34.69.128/26,US,US-VA,Ashburn
13.34.69.192/26,IN,IN-MH,Mumbai
13.34.70.0/26,US,US-VA,Ashburn
13.34.70.64/26,US,US-OR,Boardman
13.34.70.128/26,IN,IN-MH,Mumbai
13.34.70.192/26,US,US-VA,Ashburn
13.34.71.0/25,KR,KR-28,Incheon
13.34.71.128/26,IN,IN-MH,Mumbai
13.34.71.192/26,BR,BR-SP,Sao Paulo
13.34.72.0/26,US,US-VA,Ashburn
13.34.72.64/26,US,US-CA,San Jose
13.34.72.128/26,US,US-CA,San Jose
13.34.72.192/26,US,US-VA,Ashburn
13.34.73.0/26,US,US-VA,Ashburn
13.34.73.64/26,DE,DE-HE,Frankfurt
13.34.73.128/26,DE,DE-HE,Frankfurt
13.34.73.192/26,US,US-VA,Ashburn
13.34.74.0/25,BR,BR-SP,Sao Paulo
13.34.74.128/26,US,US-VA,Ashburn
13.34.74.192/26,IN,IN-MH,Mumbai
13.34.75.0/24,US,US-VA,Ashburn
13.34.76.0/26,IE,IE-D,Dublin
13.34.76.64/26,SG,SG-01,Singapore
13.34.76.128/25,US,US-VA,Ashburn
13.34.77.0/26,GB,GB-LND,London
13.34.77.64/26,IN,IN-MH,Mumbai
13.34.77.128/26,GB,GB-LND,London
13.34.77.192/26,US,US-VA,Ashburn
13.34.78.0/26,ID,ID-JK,Jakarta
13.34.78.64/26,US,US-VA,Ashburn
13.34.78.128/26,CA,CA-QC,Montreal
13.34.78.192/26,BH,BH-14,Bahrain
13.34.79.0/26,IT,IT-MI,Milan
13.34.79.64/26,US,US-VA,Ashburn
13.34.79.128/26,GB,GB-LND,London
13.34.79.192/26,IN,IN-MH,Mumbai
13.34.80.0/26,IE,IE-D,Dublin
13.34.80.64/26,AU,AU-NSW,Sydney
13.34.80.128/25,IN,IN-MH,Mumbai
13.34.81.0/26,ZA,ZA-WC,Cape Town
13.34.81.64/26,BR,BR-SP,Sao Paulo
13.34.81.128/26,IT,IT-MI,Milan
13.34.81.192/26,GB,GB-LND,London
13.34.82.0/26,BH,BH-14,Bahrain
13.34.82.64/26,US,US-OR,Boardman
13.34.82.128/25,US,US-OR,Boardman
13.34.83.0/26,IE,IE-D,Dublin
13.34.83.64/26,AU,AU-NSW,Sydney
13.34.83.128/26,IE,IE-D,Dublin
13.34.83.192/26,US,US-VA,Ashburn
13.34.84.0/26,BR,BR-SP,Sao Paulo
13.34.84.64/26,US,US-VA,Ashburn
13.34.84.128/26,US,US-CA,San Jose
13.34.84.192/26,CA,CA-QC,Montreal
13.34.85.0/26,CA,CA-QC,Montreal
13.34.85.64/26,JP,JP-13,Tokyo
13.34.85.128/26,CA,CA-QC,Montreal
13.34.85.192/26,GB,GB-LND,London
13.34.86.0/26,ZA,ZA-WC,Cape Town
13.34.86.64/26,US,US-VA,Ashburn
13.34.86.128/26,US,US-CA,San Jose
13.34.86.192/26,US,US-OR,Boardman
13.34.87.0/26,IN,IN-MH,Mumbai
13.34.87.64/26,JP,JP-13,Tokyo
13.34.87.128/26,JP,JP-13,Tokyo
13.34.87.192/26,DE,DE-HE,Frankfurt
13.34.88.0/26,BR,BR-SP,Sao Paulo
13.34.88.64/26,SG,SG-01,Singapore
13.34.88.128/26,DE,DE-HE,Frankfurt
13.34.88.192/26,US,US-OR,Boardman
13.34.89.0/24,CA,CA-AB,Calgary
13.34.90.0/26,CA,CA-AB,Calgary
13.34.90.64/26,IE,IE-D,Dublin
13.34.90.128/26,SE,SE-AB,Stockholm
13.34.90.192/26,US,US-VA,Ashburn
13.34.91.0/26,US,US-VA,Ashburn
13.34.91.64/26,SE,SE-AB,Stockholm
13.34.91.128/26,US,US-VA,Ashburn
13.34.91.192/26,GB,GB-LND,London
13.34.92.0/26,US,US-VA,Ashburn
13.34.92.64/26,DE,DE-HE,Frankfurt
13.34.92.128/26,JP,JP-27,Osaka
13.34.92.192/26,FR,FR-75C,Paris
13.34.93.0/25,IE,IE-D,Dublin
13.34.93.128/26,US,US-OR,Boardman
13.34.93.192/26,US,US-CA,San Jose
13.34.94.0/26,US,US-CA,San Jose
13.34.94.64/26,IE,IE-D,Dublin
13.34.94.128/25,US,US-VA,Ashburn
13.34.95.0/25,US,US-OH,Columbus
13.34.95.128/26,US,US-OH,Columbus
13.34.95.192/26,SG,SG-01,Singapore
13.34.96.0/26,GB,GB-LND,London
13.34.96.64/26,CH,CH-ZH,Zurich
13.34.96.128/26,IE,IE-D,Dublin
13.34.96.192/26,SG,SG-01,Singapore
13.34.97.0/26,IT,IT-MI,Milan
13.34.97.64/26,IE,IE-D,Dublin
13.34.97.128/26,JP,JP-27,Osaka
13.34.98.0/26,IN,IN-MH,Mumbai
13.34.98.64/26,US,US-VA,Ashburn
13.34.98.128/26,DE,DE-HE,Frankfurt
13.34.98.192/26,US,US-OR,Boardman
13.34.99.0/26,IT,IT-MI,Milan
13.34.99.64/26,SG,SG-01,Singapore
13.34.99.128/26,US,US-OR,Boardman
13.34.99.192/26,IN,IN-MH,Mumbai
13.34.100.0/26,IE,IE-D,Dublin
13.34.101.0/26,US,US-OR,Boardman
13.34.101.64/26,DE,DE-HE,Frankfurt
13.34.101.128/26,US,US-OR,Boardman
13.34.101.192/26,FR,FR-75C,Paris
13.34.102.0/26,US,US-OR,Boardman
13.34.102.64/26,IE,IE-D,Dublin
13.34.102.128/26,US,US-OR,Boardman
13.34.102.192/26,US,US-VA,Ashburn
13.34.103.0/26,US,US-VA,Ashburn
13.34.103.64/26,US,US-OR,Boardman
13.34.103.128/26,US,US-OR,Boardman
13.34.103.192/26,AU,AU-NSW,Sydney
13.34.104.0/26,US,US-OR,Boardman
13.34.104.65/32,US,US-OH,Columbus
13.34.104.66/31,US,US-OH,Columbus
13.34.104.68/30,US,US-OH,Columbus
13.34.104.72/29,US,US-OH,Columbus
13.34.104.80/31,US,US-OH,Columbus
13.34.104.97/32,US,US-OH,Columbus
13.34.104.98/31,US,US-OH,Columbus
13.34.104.100/30,US,US-OH,Columbus
13.34.104.104/29,US,US-OH,Columbus
13.34.104.112/31,US,US-OH,Columbus
13.34.104.129/32,US,US-OH,Columbus
13.34.104.130/31,US,US-OH,Columbus
13.34.104.132/30,US,US-OH,Columbus
13.34.104.136/29,US,US-OH,Columbus
13.34.104.144/31,US,US-OH,Columbus
13.34.104.161/32,US,US-OH,Columbus
13.34.104.162/31,US,US-OH,Columbus
13.34.104.164/30,US,US-OH,Columbus
13.34.104.168/29,US,US-OH,Columbus
13.34.104.176/31,US,US-OH,Columbus
13.34.104.193/32,US,US-OH,Columbus
13.34.104.194/31,US,US-OH,Columbus
13.34.104.196/30,US,US-OH,Columbus
13.34.104.200/29,US,US-OH,Columbus
13.34.104.208/31,US,US-OH,Columbus
13.34.104.225/32,US,US-OH,Columbus
13.34.104.226/31,US,US-OH,Columbus
13.34.104.228/30,US,US-OH,Columbus
13.34.104.232/29,US,US-OH,Columbus
13.34.104.240/31,US,US-OH,Columbus
13.34.105.0/26,US,US-OR,Boardman
13.34.105.64/26,DE,DE-HE,Frankfurt
13.34.105.128/25,US,US-VA,Ashburn
13.34.106.0/25,DE,DE-HE,Frankfurt
13.34.106.128/26,DE,DE-HE,Frankfurt
13.34.106.192/26,CA,CA-QC,Montreal
13.34.107.0/25,CA,CA-QC,Montreal
13.34.107.128/25,US,US-VA,Ashburn
13.34.108.0/26,SG,SG-01,Singapore
13.34.108.64/26,MY,MY-14,Kuala Lumpur
13.34.108.128/25,MY,MY-14,Kuala Lumpur
13.34.109.0/26,MY,MY-14,Kuala Lumpur
13.34.109.64/26,US,US-VA,Ashburn
13.34.109.128/26,CH,CH-ZH,Zurich
13.34.109.192/26,US,US-OR,Boardman
13.34.110.0/26,US,US-VA,Ashburn
13.34.110.64/26,IE,IE-D,Dublin
13.34.110.128/26,GB,GB-LND,London
13.34.110.192/26,US,US-VA,Ashburn
13.34.111.0/25,US,US-VA,Ashburn
13.34.111.128/26,DE,DE-HE,Frankfurt
13.34.111.192/26,ZA,ZA-WC,Cape Town
13.34.112.0/26,US,US-VA,Ashburn
13.34.112.64/26,JP,JP-13,Tokyo
13.34.112.128/26,DE,DE-HE,Frankfurt
13.34.112.192/26,JP,JP-13,Tokyo
13.34.113.0/26,JP,JP-13,Tokyo
13.34.113.64/26,US,US-VA,Ashburn
13.34.113.128/26,US,US-VA,Ashburn
13.34.113.192/26,SG,SG-01,Singapore
13.34.114.0/25,US,US-VA,Ashburn
13.34.114.128/26,US,US-VA,Ashburn
13.34.114.192/26,MX,MX-QUE,Querétaro
13.34.115.0/25,MX,MX-QUE,Querétaro
13.34.115.128/26,MX,MX-QUE,Querétaro
13.34.115.192/26,IE,IE-D,Dublin
13.34.116.0/26,MX,MX-QUE,Querétaro
13.34.116.64/26,US,US-VA,Ashburn
13.34.116.128/26,KR,KR-28,Incheon
13.34.116.192/26,JP,JP-13,Tokyo
13.34.117.0/26,CN,CN-HK,Hong Kong
13.34.117.64/26,US,US-VA,Ashburn
13.34.117.128/26,US,US-OR,Boardman
13.34.117.192/26,US,US-VA,Ashburn
13.34.118.0/26,JP,JP-27,Osaka
13.34.118.64/26,TH,TH-10,Bangkok
13.34.118.128/25,TH,TH-10,Bangkok
13.34.119.0/24,US,US-VA,Ashburn
13.34.120.0/26,TH,TH-10,Bangkok
13.34.120.64/26,IN,IN-MH,Mumbai
13.34.120.128/26,JP,JP-13,Tokyo
13.34.120.192/26,US,US-OR,Boardman
13.34.121.0/26,CA,CA-QC,Montreal
13.34.121.64/26,FR,FR-75C,Paris
13.34.121.128/26,SG,SG-01,Singapore
13.34.121.192/26,JP,JP-27,Osaka
13.34.122.0/26,CN,CN-HK,Hong Kong
13.34.122.64/26,IN,IN-MH,Mumbai
13.34.122.128/26,IN,IN-MH,Mumbai
13.34.122.192/26,SG,SG-01,Singapore
13.34.123.0/26,AU,AU-NSW,Sydney
13.34.123.64/26,US,US-VA,Ashburn
13.34.123.128/26,US,US-OR,Boardman
13.34.123.192/26,US,US-OH,Columbus
13.34.124.0/26,JP,JP-27,Osaka
13.34.124.64/26,ZA,ZA-WC,Cape Town
13.34.124.128/26,ZA,ZA-WC,Cape Town
13.34.124.192/26,US,US-OH,Columbus
13.34.125.0/26,BH,BH-14,Bahrain
13.34.125.64/26,KR,KR-28,Incheon
13.34.125.128/26,US,US-CA,San Jose
13.34.125.192/26,US,US-OR,Boardman
13.34.126.0/26,GB,GB-LND,London
13.34.126.64/26,US,US-CA,San Jose
13.34.126.128/26,IN,IN-MH,Mumbai
13.34.126.192/26,IE,IE-D,Dublin
13.34.127.0/26,US,US-OR,Boardman
13.34.127.64/26,AU,AU-NSW,Sydney
13.34.127.128/26,US,US-VA,Ashburn
13.34.127.192/26,US,US-OR,Boardman
13.34.128.0/26,US,US-VA,Ashburn
13.34.128.64/26,SG,SG-01,Singapore
13.34.128.128/26,US,US-OH,Columbus
13.34.128.192/26,TW,TW-TPE,Taipei
13.34.129.0/26,TW,TW-TPE,Taipei
13.34.129.64/26,US,US-OH,Columbus
13.34.129.128/26,TW,TW-TPE,Taipei
13.34.129.192/26,GB,GB-LND,London
13.34.130.0/26,US,US-OR,Boardman
13.34.130.64/26,ZA,ZA-WC,Cape Town
13.34.130.128/26,CN,CN-HK,Hong Kong
13.34.130.192/26,DE,DE-HE,Frankfurt
13.34.131.0/26,IT,IT-MI,Milan
13.34.131.64/26,US,US-VA,Ashburn
13.34.131.128/25,US,US-OH,Columbus
13.34.132.0/26,US,US-OH,Columbus
13.34.132.64/26,DE,DE-BE,Berlin
13.34.132.128/25,DE,DE-BE,Berlin
13.34.133.0/25,DE,DE-BE,Berlin
13.34.133.128/26,US,US-OR,Boardman
13.34.133.192/26,KR,KR-28,Incheon
13.34.134.0/25,US,US-VA,Ashburn
13.34.134.128/26,DE,DE-HE,Frankfurt
13.34.134.192/26,US,US-OR,Boardman
13.34.135.0/25,US,US-OR,Boardman
13.34.135.128/26,US,US-OR,Boardman
13.34.135.192/26,SG,SG-01,Singapore
13.34.136.0/26,BH,BH-14,Bahrain
13.34.136.64/26,US,US-OR,Boardman
13.34.136.128/25,NZ,NZ-AUK,Auckland
13.34.137.0/25,NZ,NZ-AUK,Auckland
13.34.137.128/26,SG,SG-01,Singapore
13.34.137.192/26,US,US-OR,Boardman
13.34.138.0/26,US,US-OR,Boardman
13.34.138.64/26,DE,DE-HE,Frankfurt
13.34.138.128/26,US,US-OR,Boardman
13.34.138.192/26,US,US-VA,Ashburn
13.34.139.0/24,US,US-OH,Columbus
13.34.140.0/26,US,US-OH,Columbus
13.34.140.64/26,IN,IN-MH,Mumbai
13.34.140.128/26,US,US-OH,Columbus
13.34.140.192/26,BR,BR-SP,Sao Paulo
13.34.141.0/26,BR,BR-SP,Sao Paulo
13.34.141.64/26,KR,KR-28,Incheon
13.34.141.128/25,US,US-VA,Ashburn
13.34.142.0/26,DE,DE-HE,Frankfurt
13.34.142.64/26,IN,IN-MH,Mumbai
13.34.142.128/26,US,US-VA,Ashburn
13.34.142.192/26,JP,JP-27,Osaka
13.34.143.0/26,IN,IN-MH,Mumbai
13.34.143.64/26,US,US-VA,Ashburn
13.34.143.128/26,FR,FR-75C,Paris
13.34.143.192/26,IE,IE-D,Dublin
13.34.144.0/26,IL,IL-TA,Tel Aviv
13.34.144.64/26,FR,FR-75C,Paris
13.34.144.128/26,JP,JP-27,Osaka
13.34.144.192/26,IN,IN-MH,Mumbai
13.34.145.0/26,ES,ES-AR,Zaragoza
13.34.145.64/26,US,US-VA,Ashburn
13.34.145.128/26,SE,SE-AB,Stockholm
13.34.145.192/26,JP,JP-13,Tokyo
13.34.146.0/26,JP,JP-13,Tokyo
13.34.146.64/26,US,US-VA,Ashburn
13.34.146.128/25,KR,KR-28,Incheon
13.34.147.0/26,US,US-VA,Ashburn
13.34.147.64/26,IN,IN-MH,Mumbai
13.34.147.128/26,AU,AU-VIC,Melbourne
13.34.147.192/26,JP,JP-13,Tokyo
13.34.148.0/26,DE,DE-HE,Frankfurt
13.34.148.64/26,US,US-VA,Ashburn
13.34.148.128/25,IE,IE-D,Dublin
13.34.149.0/26,SE,SE-AB,Stockholm
13.34.149.64/26,US,US-OR,Boardman
13.34.149.128/26,US,US-OR,Boardman
13.34.149.192/26,DE,DE-HE,Frankfurt
13.34.150.0/26,US,US-OH,Columbus
13.34.150.64/26,IN,IN-MH,Mumbai
13.34.150.128/25,US,US-OR,Boardman
13.34.151.0/25,IN,IN-MH,Mumbai
13.34.151.128/26,US,US-CA,San Jose
13.34.151.192/26,US,US-VA,Ashburn
13.36.0.0/14,FR,FR-75C,Paris
13.40.0.0/14,GB,GB-LND,London
13.48.0.0/14,SE,SE-AB,Stockholm
13.52.0.0/16,US,US-CA,San Jose
13.53.0.0/16,SE,SE-AB,Stockholm
13.54.0.0/15,AU,AU-NSW,Sydney
13.56.0.0/15,US,US-CA,San Jose
13.58.0.0/15,US,US-OH,Columbus
13.60.0.0/14,SE,SE-AB,Stockholm
13.112.0.0/14,JP,JP-13,Tokyo
13.124.0.0/15,KR,KR-28,Incheon
13.126.0.0/15,IN,IN-MH,Mumbai
13.128.0.0/16,US,US-VA,Ashburn
13.130.0.0/16,US,US-VA,Ashburn
13.134.0.0/15,GB,GB-LND,London
13.144.0.0/16,SG,SG-01,Singapore
13.146.0.0/16,AU,AU-NSW,Sydney
13.152.0.0/16,BH,BH-14,Bahrain
13.154.0.0/16,SE,SE-AB,Stockholm
13.160.0.0/16,DE,DE-HE,Frankfurt
13.192.0.0/16,JP,JP-13,Tokyo
13.200.0.0/13,IN,IN-MH,Mumbai
13.208.0.0/16,JP,JP-27,Osaka
13.209.0.0/16,KR,KR-28,Incheon
13.210.0.0/15,AU,AU-NSW,Sydney
13.212.0.0/14,SG,SG-01,Singapore
13.216.0.0/13,US,US-VA,Ashburn
13.228.0.0/15,SG,SG-01,Singapore
13.230.0.0/15,JP,JP-13,Tokyo
13.232.0.0/14,IN,IN-MH,Mumbai
13.236.0.0/14,AU,AU-NSW,Sydney
13.244.0.0/14,ZA,ZA-WC,Cape Town
13.248.0.0/19,JP,JP-27,Osaka
13.248.32.0/19,CN,CN-HK,Hong Kong
13.248.64.0/24,IN,IN-TG,Hyderabad
13.248.65.0/24,ES,ES-AR,Zaragoza
13.248.66.0/24,AE,AE-DU,Dubai
13.248.67.0/24,AU,AU-VIC,Melbourne
13.248.68.0/24,CH,CH-ZH,Zurich
13.248.69.0/24,JP,JP-13,Tokyo
13.248.70.0/24,JP,JP-13,Tokyo
13.248.71.0/24,ID,ID-JK,Jakarta
13.248.72.0/24,IL,IL-TA,Tel Aviv
13.248.73.0/24,CA,CA-AB,Calgary
13.248.75.0/24,MY,MY-14,Kuala Lumpur
13.248.76.0/24,MX,MX-QUE,Querétaro
13.248.77.0/24,TH,TH-10,Bangkok
13.248.78.0/24,TW,TW-TPE,Taipei
13.248.79.0/24,NZ,NZ-AUK,Auckland
13.248.96.0/24,IE,IE-D,Dublin
13.248.97.0/24,DE,DE-HE,Frankfurt
13.248.98.0/24,JP,JP-13,Tokyo
13.248.99.0/24,US,US-CA,San Jose
13.248.100.0/24,SE,SE-AB,Stockholm
13.248.101.0/24,GB,GB-LND,London
13.248.102.0/24,AU,AU-NSW,Sydney
13.248.103.0/24,US,US-VA,Ashburn
13.248.104.0/24,BR,BR-SP,Sao Paulo
13.248.105.0/24,IN,IN-MH,Mumbai
13.248.106.0/24,BH,BH-14,Bahrain
13.248.107.0/24,SG,SG-01,Singapore
13.248.108.0/24,US,US-VA,Ashburn
13.248.109.0/24,AU,AU-NSW,Sydney
13.248.110.0/24,ID,ID-JK,Jakarta
13.248.111.0/24,US,US-OH,Columbus
13.248.112.0/24,US,US-OR,Boardman
13.248.113.0/24,IE,IE-D,Dublin
13.248.114.0/24,BR,BR-SP,Sao Paulo
13.248.115.0/24,JP,JP-13,Tokyo
13.248.116.0/24,US,US-VA,Ashburn
13.248.117.0/24,IN,IN-MH,Mumbai
13.248.118.0/23,IE,IE-D,Dublin
13.248.120.0/24,GB,GB-LND,London
13.248.121.0/24,IE,IE-D,Dublin
13.248.122.0/24,SE,SE-AB,Stockholm
13.248.123.0/24,DE,DE-HE,Frankfurt
13.248.124.0/24,US,US-VA,Ashburn
13.248.125.0/24,SG,SG-01,Singapore
13.248.126.0/24,CA,CA-QC,Montreal
13.248.127.0/24,SG,SG-01,Singapore
13.250.0.0/15,SG,SG-01,Singapore
15.103.0.0/16,ZA,ZA-WC,Cape Town
15.128.0.0/16,JP,JP-13,Tokyo
15.145.0.0/23,DE,DE-NW,Dortmund
15.145.2.0/23,DE,DE-BY,Munich
15.145.4.0/23,DE,DE-BE,Berlin
15.145.8.0/22,DE,DE-NW,Dortmund
15.145.12.0/22,DE,DE-BY,Munich
15.145.16.0/22,DE,DE-BE,Berlin
15.145.20.0/22,GB,GB-MAN,Manchester
15.145.24.0/23,GB,GB-MAN,Manchester
15.152.0.0/16,JP,JP-27,Osaka
15.156.0.0/15,CA,CA-QC,Montreal
15.160.0.0/15,IT,IT-MI,Milan
15.164.0.0/15,KR,KR-28,Incheon
15.168.0.0/16,JP,JP-27,Osaka
15.177.0.0/21,US,US-VA,Ashburn
15.177.8.0/21,US,US-CA,San Jose
15.177.16.0/21,US,US-OR,Boardman
