ip,country_code,region_code,location
15.230.96.0/23,SE,SE-AB,Stockholm
15.230.98.0/24,BH,BH-14,Bahrain
15.230.99.0/24,JP,JP-13,Tokyo
15.230.100.0/31,BR,BR-SP,Sao Paulo
15.230.100.2/32,BR,BR-SP,Sao Paulo
15.230.101.0/24,FR,FR-75C,Paris
15.230.102.0/24,US,US-OR,Boardman
15.230.103.0/24,IE,IE-D,Dublin
15.230.104.0/24,IN,IN-MH,Mumbai
15.230.105.0/24,US,US-VA,Ashburn
15.230.106.0/24,GB,GB-LND,London
15.230.107.0/32,AU,AU-NSW,Sydney
15.230.107.2/31,AU,AU-NSW,Sydney
15.230.108.0/23,US,US-VA,Ashburn
15.230.110.0/24,CA,CA-QC,Montreal
15.230.111.0/24,DE,DE-HE,Frankfurt
15.230.112.0/24,IT,IT-MI,Milan
15.230.113.0/24,IE,IE-D,Dublin
15.230.114.0/24,US,US-CA,San Jose
15.230.115.0/24,AU,AU-NSW,Sydney
15.230.116.0/24,SE,SE-AB,Stockholm
15.230.117.0/31,IE,IE-D,Dublin
15.230.118.0/24,AU,AU-VIC,Melbourne
15.230.119.0/31,US,US-VA,Ashburn
15.230.120.0/31,SG,SG-01,Singapore
15.230.121.0/29,BH,BH-14,Bahrain
15.230.121.8/31,BH,BH-14,Bahrain
15.230.122.0/29,BH,BH-14,Bahrain
15.230.123.0/24,JP,JP-13,Tokyo
15.230.129.0/24,JP,JP-13,Tokyo
15.230.130.0/24,US,US-VA,Ashburn
15.230.131.0/24,DE,DE-HE,Frankfurt
15.230.132.0/24,IE,IE-D,Dublin
15.230.133.0/24,SG,SG-01,Singapore
15.230.134.0/23,US,US-OH,Columbus
15.230.136.0/24,SE,SE-AB,Stockholm
15.230.137.0/24,US,US-VA,Ashburn
15.230.138.0/24,ZA,ZA-WC,Cape Town
15.230.140.0/24,US,US-OH,Columbus
15.230.141.0/24,CN,CN-BJ,Beijing
15.230.142.0/24,US,US-VA,Ashburn
15.230.143.0/24,IT,IT-MI,Milan
15.230.144.0/24,DE,DE-HE,Frankfurt
15.230.145.0/24,US,US-VA,Ashburn
15.230.147.0/24,US,US-VA,Ashburn
15.230.148.0/24,US,US-VA,Ashburn
15.230.149.0/30,AU,AU-NSW,Sydney
15.230.149.4/31,AU,AU-NSW,Sydney
15.230.149.8/30,AU,AU-NSW,Sydney
15.230.150.0/23,IE,IE-D,Dublin
15.230.152.0/24,JP,JP-13,Tokyo
15.230.153.0/24,GB,GB-LND,London
15.230.154.0/23,JP,JP-13,Tokyo
15.230.156.0/24,FR,FR-75C,Paris
15.230.157.0/24,US,US-VA,Ashburn
15.230.158.0/23,GB,GB-LND,London
15.230.160.0/23,JP,JP-13,Tokyo
15.230.162.0/24,US,US-VA,Ashburn
15.230.163.0/24,SG,SG-01,Singapore
15.230.164.0/24,SG,SG-01,Singapore
15.230.165.0/24,GB,GB-LND,London
15.230.166.0/24,IE,IE-D,Dublin
15.230.167.0/24,US,US-OH,Columbus
15.230.168.0/24,US,US-VA,Ashburn
15.230.169.0/29,US,US-VA,Ashburn
15.230.170.0/23,CH,CH-ZH,Zurich
15.230.173.0/24,GB,GB-LND,London
15.230.174.0/24,BH,BH-14,Bahrain
15.230.176.0/24,IE,IE-D,Dublin
15.230.177.0/24,AE,AE-DU,Dubai
15.230.178.0/24,ID,ID-JK,Jakarta
15.230.179.0/28,US,US-OH,Columbus
15.230.179.16/29,US,US-OH,Columbus
15.230.180.0/24,US,US-OH,Columbus
15.230.181.0/24,JP,JP-27,Osaka
15.230.182.0/24,IE,IE-D,Dublin
15.230.183.0/24,US,US-OH,Columbus
15.230.184.0/24,US,US-VA,Ashburn
15.230.185.0/24,US,US-CA,San Jose
15.230.186.0/24,US,US-CA,San Jose
15.230.187.0/24,IT,IT-MI,Milan
15.230.188.0/24,IE,IE-D,Dublin
15.230.189.0/25,IE,IE-D,Dublin
15.230.189.128/25,GB,GB-LND,London
15.230.190.0/24,GB,GB-LND,London
15.230.192.0/23,US,US-VA,Ashburn
15.230.194.0/24,IN,IN-MH,Mumbai
15.230.195.0/24,IE,IE-D,Dublin
15.230.196.0/24,KR,KR-28,Incheon
15.230.197.0/24,BR,BR-SP,Sao Paulo
15.230.198.0/24,BH,BH-14,Bahrain
15.230.199.0/28,US,US-OH,Columbus
15.230.200.0/24,SG,SG-01,Singapore
15.230.201.0/24,US,US-VA,Ashburn
15.230.202.0/30,US,US-CA,San Jose
15.230.203.0/24,IN,IN-MH,Mumbai
15.230.204.0/25,US,US-VA,Ashburn
15.230.205.0/24,US,US-VA,Ashburn
15.230.206.0/24,US,US-VA,Ashburn
15.230.207.0/24,KR,KR-28,Incheon
15.230.208.0/24,US,US-VA,Ashburn
15.230.209.0/24,SG,SG-01,Singapore
15.230.210.0/23,AU,AU-NSW,Sydney
15.230.212.0/23,AU,AU-NSW,Sydney
15.230.214.0/24,US,US-VA,Ashburn
15.230.215.0/24,IN,IN-MH,Mumbai
15.230.216.0/29,US,US-VA,Ashburn
15.230.216.8/30,US,US-VA,Ashburn
15.230.216.12/31,US,US-VA,Ashburn
15.230.217.0/24,ID,ID-JK,Jakarta
15.230.218.0/24,US,US-VA,Ashburn
15.230.219.0/24,AE,AE-DU,Dubai
15.230.220.0/23,US,US-VA,Ashburn
15.230.222.0/24,AU,AU-NSW,Sydney
15.230.223.0/29,IE,IE-D,Dublin
15.230.240.0/24,US,US-OR,Boardman
15.230.241.0/24,DE,DE-HE,Frankfurt
15.230.242.0/24,US,US-VA,Ashburn
15.230.243.0/24,SG,SG-01,Singapore
15.230.244.0/24,CH,CH-ZH,Zurich
15.230.245.0/24,US,US-VA,Ashburn
15.230.246.0/24,IN,IN-TG,Hyderabad
15.230.247.0/24,US,US-OR,Boardman
15.230.248.0/24,US,US-VA,Ashburn
15.230.249.0/24,AU,AU-VIC,Melbourne
15.230.250.0/24,BR,BR-SP,Sao Paulo
15.230.251.0/29,SG,SG-01,Singapore
15.230.252.0/24,BR,BR-SP,Sao Paulo
15.230.253.0/24,IN,IN-MH,Mumbai
15.230.254.0/30,US,US-VA,Ashburn
15.230.254.4/32,US,US-VA,Ashburn
15.230.255.0/24,GB,GB-LND,London
15.236.0.0/15,FR,FR-75C,Paris
15.248.0.8/29,US,US-OR,Boardman
15.248.0.24/29,US,US-VA,Ashburn
15.248.0.40/29,US,US-VA,Ashburn
15.248.0.52/30,US,US-VA,Ashburn
15.248.0.60/30,US,US-CA,San Jose
15.248.0.68/30,US,US-CA,San Jose
15.248.0.76/30,US,US-CA,San Jose
15.248.0.84/30,US,US-CA,San Jose
15.248.0.92/30,BR,BR-SP,Sao Paulo
15.248.0.100/30,BR,BR-SP,Sao Paulo
15.248.0.108/30,BR,BR-SP,Sao Paulo
15.248.0.116/30,BR,BR-SP,Sao Paulo
15.248.0.124/30,US,US-VA,Ashburn
15.248.0.132/30,US,US-VA,Ashburn
15.248.0.140/30,US,US-VA,Ashburn
15.248.0.148/30,US,US-VA,Ashburn
15.248.0.156/30,US,US-OR,Boardman
15.248.0.164/30,US,US-OR,Boardman
15.248.0.172/30,US,US-OR,Boardman
15.248.0.180/30,US,US-OR,Boardman
15.248.0.184/29,US,US-VA,Ashburn
15.248.0.192/29,US,US-VA,Ashburn
15.248.0.204/30,US,US-VA,Ashburn
15.248.0.212/30,US,US-VA,Ashburn
15.248.0.220/30,US,US-OR,Boardman
15.248.0.228/30,US,US-OR,Boardman
15.248.0.236/30,US,US-VA,Ashburn
15.248.0.244/30,US,US-VA,Ashburn
15.248.0.252/30,US,US-VA,Ashburn
15.248.1.4/30,US,US-VA,Ashburn
15.248.1.12/30,US,US-VA,Ashburn
15.248.1.20/30,US,US-VA,Ashburn
15.248.1.44/30,US,US-VA,Ashburn
15.248.1.48/28,BR,BR-SP,Sao Paulo
15.248.1.64/27,US,US-VA,Ashburn
15.248.1.96/28,US,US-VA,Ashburn
15.248.1.112/30,US,US-VA,Ashburn
15.248.1.116/30,US,US-OR,Boardman
15.248.1.120/29,US,US-OR,Boardman
15.248.1.128/30,US,US-OR,Boardman
15.248.1.136/29,US,US-OR,Boardman
15.248.1.148/30,US,US-CA,San Jose
15.248.1.152/29,US,US-CA,San Jose
15.248.1.160/30,US,US-CA,San Jose
15.248.1.172/30,US,US-VA,Ashburn
15.248.1.176/29,US,US-OR,Boardman
15.248.1.184/30,US,US-VA,Ashburn
15.248.1.192/30,US,US-CA,San Jose
15.248.1.200/30,US,US-CA,San Jose
15.248.1.204/30,US,US-VA,Ashburn
15.248.1.208/28,US,US-VA,Ashburn
15.248.1.224/29,US,US-VA,Ashburn
15.248.2.8/29,IE,IE-D,Dublin
15.248.2.24/29,IE,IE-D,Dublin
15.248.2.36/30,DE,DE-HE,Frankfurt
15.248.2.44/30,DE,DE-HE,Frankfurt
15.248.2.52/30,DE,DE-HE,Frankfurt
15.248.2.60/30,DE,DE-HE,Frankfurt
15.248.2.68/30,ZA,ZA-WC,Cape Town
15.248.2.76/30,ZA,ZA-WC,Cape Town
15.248.2.84/30,ZA,ZA-WC,Cape Town
15.248.2.92/30,ZA,ZA-WC,Cape Town
15.248.2.100/30,DE,DE-HE,Frankfurt
15.248.2.108/30,DE,DE-HE,Frankfurt
15.248.2.116/30,FR,FR-75C,Paris
15.248.2.124/30,FR,FR-75C,Paris
15.248.2.148/30,GB,GB-LND,London
15.248.2.156/30,GB,GB-LND,London
15.248.2.164/30,IE,IE-D,Dublin
15.248.2.172/30,IE,IE-D,Dublin
15.248.2.180/30,DE,DE-HE,Frankfurt
15.248.2.188/30,DE,DE-HE,Frankfurt
15.248.2.196/30,DE,DE-HE,Frankfurt
15.248.2.204/30,DE,DE-HE,Frankfurt
15.248.2.208/28,ZA,ZA-WC,Cape Town
15.248.2.224/28,IE,IE-D,Dublin
15.248.2.240/28,DE,DE-HE,Frankfurt
15.248.3.0/29,GB,GB-LND,London
15.248.3.8/29,IE,IE-D,Dublin
15.248.3.16/28,DE,DE-HE,Frankfurt
15.248.3.32/29,DE,DE-HE,Frankfurt
15.248.3.40/29,FR,FR-75C,Paris
15.248.3.48/29,DE,DE-HE,Frankfurt
15.248.3.56/29,FR,FR-75C,Paris
15.248.3.64/28,ZA,ZA-WC,Cape Town
15.248.3.80/28,IE,IE-D,Dublin
15.248.3.96/28,DE,DE-HE,Frankfurt
15.248.3.112/29,GB,GB-LND,London
15.248.3.120/29,IE,IE-D,Dublin
15.248.3.128/28,DE,DE-HE,Frankfurt
15.248.4.4/30,SG,SG-01,Singapore
15.248.4.12/30,SG,SG-01,Singapore
15.248.4.20/30,SG,SG-01,Singapore
15.248.4.28/30,SG,SG-01,Singapore
15.248.4.36/30,KR,KR-28,Incheon
15.248.4.44/30,KR,KR-28,Incheon
15.248.4.52/30,KR,KR-28,Incheon
15.248.4.60/30,KR,KR-28,Incheon
15.248.4.68/30,JP,JP-13,Tokyo
15.248.4.76/30,JP,JP-13,Tokyo
15.248.4.84/30,AU,AU-NSW,Sydney
15.248.4.92/30,AU,AU-NSW,Sydney
15.248.4.100/30,IN,IN-MH,Mumbai
15.248.4.108/30,IN,IN-MH,Mumbai
15.248.4.116/30,IN,IN-MH,Mumbai
15.248.4.124/30,IN,IN-MH,Mumbai
15.248.4.132/30,IN,IN-MH,Mumbai
15.248.4.140/30,IN,IN-MH,Mumbai
15.248.4.148/30,IN,IN-MH,Mumbai
15.248.4.156/30,IN,IN-MH,Mumbai
15.248.4.164/30,IN,IN-MH,Mumbai
15.248.4.172/30,IN,IN-MH,Mumbai
15.248.4.180/30,IN,IN-MH,Mumbai
15.248.4.188/30,IN,IN-MH,Mumbai
15.248.4.192/27,IN,IN-MH,Mumbai
15.248.4.224/29,IN,IN-MH,Mumbai
15.248.4.232/29,KR,KR-28,Incheon
15.248.4.240/29,KR,KR-28,Incheon
15.248.4.248/29,IN,IN-MH,Mumbai
15.248.5.0/29,JP,JP-13,Tokyo
15.248.5.8/29,SG,SG-01,Singapore
15.248.5.16/29,SG,SG-01,Singapore
15.248.5.24/29,AU,AU-NSW,Sydney
15.248.5.32/27,IN,IN-MH,Mumbai
15.248.5.64/29,IN,IN-MH,Mumbai
15.248.5.72/29,KR,KR-28,Incheon
15.248.5.80/29,KR,KR-28,Incheon
15.248.5.88/29,IN,IN-MH,Mumbai
15.248.5.96/29,JP,JP-13,Tokyo
15.248.5.104/29,SG,SG-01,Singapore
15.248.5.112/29,SG,SG-01,Singapore
15.248.5.120/29,AU,AU-NSW,Sydney
15.248.5.204/30,JP,JP-13,Tokyo
15.248.5.208/30,JP,JP-13,Tokyo
15.248.5.228/30,CN,CN-BJ,Beijing
15.248.5.232/29,JP,JP-13,Tokyo
15.248.5.240/29,JP,JP-13,Tokyo
15.248.5.248/30,JP,JP-13,Tokyo
15.248.6.0/27,US,US-OR,Boardman
15.248.6.32/29,US,US-OR,Boardman
15.248.6.40/29,US,US-VA,Ashburn
15.248.6.72/30,US,US-VA,Ashburn
15.248.6.84/30,US,US-VA,Ashburn
15.248.6.88/29,US,US-VA,Ashburn
15.248.6.96/27,US,US-VA,Ashburn
15.248.6.128/28,US,US-VA,Ashburn
15.248.6.144/28,US,US-CA,San Jose
15.248.6.160/29,US,US-OR,Boardman
15.248.6.168/29,US,US-VA,Ashburn
15.248.6.176/28,US,US-VA,Ashburn
15.248.6.192/26,US,US-VA,Ashburn
15.248.7.0/26,US,US-OR,Boardman
15.248.7.64/27,US,US-OR,Boardman
15.248.7.96/28,US,US-VA,Ashburn
15.248.7.112/28,US,US-CA,San Jose
15.248.7.128/29,US,US-CA,San Jose
15.248.7.136/30,US,US-VA,Ashburn
15.248.7.140/30,US,US-CA,San Jose
15.248.7.144/28,US,US-CA,San Jose
15.248.7.160/30,US,US-CA,San Jose
15.248.7.164/30,US,US-VA,Ashburn
15.248.7.168/29,US,US-VA,Ashburn
15.248.7.176/29,US,US-VA,Ashburn
15.248.7.184/30,US,US-VA,Ashburn
15.248.7.188/30,US,US-OR,Boardman
15.248.7.192/28,US,US-OR,Boardman
15.248.7.208/29,US,US-OR,Boardman
15.248.7.216/30,US,US-OR,Boardman
15.248.7.224/28,US,US-OR,Boardman
15.248.7.244/30,US,US-VA,Ashburn
15.248.7.252/30,US,US-VA,Ashburn
15.248.8.0/22,US,US-OH,Columbus
15.248.16.0/22,FR,FR-75C,Paris
15.248.20.0/22,BH,BH-14,Bahrain
15.248.24.0/22,IN,IN-MH,Mumbai
15.248.28.0/22,GB,GB-LND,London
15.248.32.0/22,SE,SE-AB,Stockholm
15.248.36.0/22,KR,KR-28,Incheon
15.248.40.0/22,US,US-OR,Boardman
15.248.48.0/21,IL,IL-TA,Tel Aviv
15.248.56.0/21,MY,MY-14,Kuala Lumpur
15.248.64.0/21,CA,CA-AB,Calgary
15.248.80.0/20,US,US-OR,Boardman
15.248.104.0/24,FR,FR-75C,Paris
15.248.106.0/23,US,US-OH,Columbus
15.248.112.0/21,TH,TH-10,Bangkok
15.248.120.0/21,MX,MX-QUE,Querétaro
15.248.128.0/21,TW,TW-TPE,Taipei
15.248.136.0/24,US,US-CA,San Jose
15.248.137.0/24,DE,DE-HE,Frankfurt
15.248.138.0/24,US,US-VA,Ashburn
15.248.140.0/24,US,US-VA,Ashburn
15.248.141.0/24,SG,SG-01,Singapore
15.248.142.0/24,DE,DE-HE,Frankfurt
15.248.143.0/24,US,US-VA,Ashburn
15.248.144.0/21,NZ,NZ-AUK,Auckland
15.251.0.0/29,US,US-CA,San Jose
15.251.0.8/31,AU,AU-NSW,Sydney
15.251.0.10/31,US,US-VA,Ashburn
15.251.0.12/30,US,US-CA,San Jose
15.251.0.20/30,BR,BR-SP,Sao Paulo
15.251.0.24/31,BR,BR-SP,Sao Paulo
15.251.0.26/31,IL,IL-TA,Tel Aviv
15.251.0.28/31,IL,IL-TA,Tel Aviv
15.251.0.33/32,KR,KR-28,Incheon
15.251.0.34/32,KR,KR-28,Incheon
15.251.0.47/32,CA,CA-QC,Montreal
15.251.0.48/32,CA,CA-QC,Montreal
15.253.0.0/16,US,US-CA,Los Angeles
15.254.0.0/16,US,US-CA,Los Angeles
16.12.0.0/23,BR,BR-SP,Sao Paulo
16.12.2.0/24,BR,BR-SP,Sao Paulo
16.12.4.0/23,CA,CA-QC,Montreal
16.12.6.0/23,CN,CN-HK,Hong Kong
16.12.8.0/24,CN,CN-HK,Hong Kong
16.12.9.0/24,SE,SE-AB,Stockholm
16.12.10.0/23,SE,SE-AB,Stockholm
16.12.12.0/23,IL,IL-TA,Tel Aviv
16.12.14.0/24,IL,IL-TA,Tel Aviv
16.12.15.0/24,GB,GB-LND,London
16.12.16.0/23,GB,GB-LND,London
16.12.18.0/23,FR,FR-75C,Paris
16.12.20.0/24,FR,FR-75C,Paris
16.12.21.0/24,IT,IT-MI,Milan
16.12.24.0/21,DE,DE-HE,Frankfurt
16.12.32.0/22,DE,DE-HE,Frankfurt
16.12.36.0/22,IN,IN-MH,Mumbai
16.12.40.0/23,IN,IN-MH,Mumbai
16.12.42.0/23,MY,MY-14,Kuala Lumpur
16.12.44.0/24,MY,MY-14,Kuala Lumpur
16.12.48.0/21,SG,SG-01,Singapore
16.12.56.0/23,CA,CA-AB,Calgary
16.12.58.0/24,CA,CA-AB,Calgary
16.12.59.0/24,IT,IT-MI,Milan
16.12.60.0/22,US,US-OH,Columbus
16.12.64.0/22,US,US-OH,Columbus
16.12.71.0/24,MX,MX-QUE,Querétaro
16.12.72.0/23,MX,MX-QUE,Querétaro
16.12.74.0/24,AU,AU-NSW,Sydney
16.12.75.0/24,TH,TH-10,Bangkok
16.12.76.0/23,TH,TH-10,Bangkok
16.12.78.0/23,TW,TW-TPE,Taipei
16.12.80.0/24,TW,TW-TPE,Taipei
16.12.81.0/24,NZ,NZ-AUK,Auckland
16.12.82.0/23,NZ,NZ-AUK,Auckland
16.12.84.0/23,SA,SA-01,Riyadh
16.12.86.0/24,SA,SA-01,Riyadh
16.15.0.0/21,US,US-CA,San Jose
16.15.8.0/22,NZ,NZ-AUK,Auckland
16.15.12.0/22,ES,ES-AR,Zaragoza
16.15.16.0/22,SA,SA-01,Riyadh
16.15.20.0/22,DE,DE-HE,Frankfurt
16.15.176.0/20,US,US-VA,Ashburn
16.15.192.0/18,US,US-VA,Ashburn
16.16.0.0/16,SE,SE-AB,Stockholm
16.24.0.0/16,BH,BH-14,Bahrain
16.26.0.0/16,AU,AU-VIC,Melbourne
16.28.0.0/16,ZA,ZA-WC,Cape Town
16.50.0.0/15,AU,AU-VIC,Melbourne
16.52.0.0/16,CA,CA-QC,Montreal
16.56.0.0/17,US,US-VA,Ashburn
16.56.0.0/18,US,US-GA,Atlanta
16.56.128.0/18,US,US-IL,Chicago
16.57.0.0/18,SG,SG-01,Singapore
16.62.0.0/15,CH,CH-ZH,Zurich
16.64.0.0/17,US,US-OH,Columbus
16.78.0.0/15,ID,ID-JK,Jakarta
16.156.0.0/15,SG,SG-01,Singapore
16.162.0.0/15,CN,CN-HK,Hong Kong
16.168.0.0/14,SE,SE-AB,Stockholm
16.176.0.0/16,AU,AU-NSW,Sydney
16.182.0.0/16,US,US-VA,Ashburn
16.184.0.0/18,KR,KR-28,Incheon
18.34.0.0/19,US,US-VA,Ashburn
18.34.48.0/20,US,US-OR,Boardman
18.34.72.0/21,US,US-OH,Columbus
18.34.232.0/21,US,US-VA,Ashburn
18.34.244.0/22,US,US-OR,Boardman
18.34.252.0/22,US,US-OH,Columbus
18.60.0.0/15,IN,IN-TG,Hyderabad
18.88.0.0/18,US,US-TX,Dallas
18.88.128.0/18,US,US-AZ,Phoenix
18.89.0.0/18,DE,DE-HE,Frankfurt
18.89.128.0/18,US,US-TX,Houston
18.96.0.0/23,US,US-VA,Ashburn
18.96.2.0/24,US,US-VA,Ashburn
18.96.8.0/21,US,US-OR,Boardman
18.96.16.0/20,JP,JP-27,Osaka
18.96.32.0/19,DE,DE-HE,Frankfurt
18.96.64.0/19,BR,BR-SP,Sao Paulo
18.96.96.0/19,AE,AE-DU,Dubai
18.96.128.0/19,US,US-CA,San Jose
18.96.160.0/19,IL,IL-TA,Tel Aviv
18.96.192.0/19,ES,ES-AR,Zaragoza
18.96.224.0/19,IN,IN-MH,Mumbai
18.97.0.0/18,US,US-VA,Ashburn
18.97.64.0/20,MY,MY-14,Kuala Lumpur
18.97.80.0/20,TH,TH-10,Bangkok
18.97.96.0/20,MX,MX-QUE,Querétaro
18.97.128.0/18,US,US-OH,Columbus
18.97.192.0/18,IE,IE-D,Dublin
18.98.0.0/18,US,US-OR,Boardman
18.98.64.0/19,FR,FR-75C,Paris
18.98.96.0/19,ID,ID-JK,Jakarta
18.98.128.0/19,KR,KR-28,Incheon
18.98.160.0/19,GB,GB-LND,London
18.98.192.0/19,AU,AU-NSW,Sydney
18.98.224.0/19,CH,CH-ZH,Zurich
18.99.0.0/19,CA,CA-QC,Montreal
18.99.32.0/19,SG,SG-01,Singapore
18.99.64.0/19,JP,JP-13,Tokyo
18.99.96.0/20,SE,SE-AB,Stockholm
18.99.112.0/20,US,US-OH,Columbus
18.99.128.0/20,CA,CA-AB,Calgary
18.99.144.0/20,ZA,ZA-WC,Cape Town
18.99.160.0/20,IN,IN-TG,Hyderabad
18.99.176.0/20,CN,CN-HK,Hong Kong
18.99.192.0/20,AU,AU-VIC,Melbourne
18.99.208.0/20,IT,IT-MI,Milan
18.99.224.0/20,BH,BH-14,Bahrain
18.99.240.0/20,US,US-OR,Boardman
18.100.0.0/15,ES,ES-AR,Zaragoza
18.102.0.0/16,IT,IT-MI,Milan
18.116.0.0/14,US,US-OH,Columbus
18.130.0.0/16,GB,GB-LND,London
18.132.0.0/14,GB,GB-LND,London
18.136.0.0/16,SG,SG-01,Singapore
18.138.0.0/15,SG,SG-01,Singapore
18.140.0.0/14,SG,SG-01,Singapore
18.144.0.0/15,US,US-CA,San Jose
18.153.0.0/16,DE,DE-HE,Frankfurt
18.156.0.0/14,DE,DE-HE,Frankfurt
18.162.0.0/15,CN,CN-HK,Hong Kong
18.166.0.0/15,CN,CN-HK,Hong Kong
18.168.0.0/14,GB,GB-LND,London
18.175.0.0/16,GB,GB-LND,London
18.176.0.0/13,JP,JP-13,Tokyo
18.184.0.0/15,DE,DE-HE,Frankfurt
18.188.0.0/14,US,US-OH,Columbus
18.192.0.0/13,DE,DE-HE,Frankfurt
18.200.0.0/14,IE,IE-D,Dublin
18.204.0.0/14,US,US-VA,Ashburn
18.208.0.0/13,US,US-VA,Ashburn
18.216.0.0/13,US,US-OH,Columbus
18.224.0.0/14,US,US-OH,Columbus
18.228.0.0/14,BR,BR-SP,Sao Paulo
18.232.0.0/14,US,US-VA,Ashburn
18.236.0.0/15,US,US-OR,Boardman
18.246.0.0/16,US,US-OR,Boardman
18.252.0.0/15,US,US-OH,Columbus
18.254.0.0/16,US,US-OH,Columbus
23.20.0.0/14,US,US-VA,Ashburn
23.228.192.0/23,US,US-VA,Ashburn
23.228.194.0/24,US,US-VA,Ashburn
23.254.0.0/21,TW,TW-TPE,Taipei
23.254.8.0/21,NZ,NZ-AUK,Auckland
27.0.0.0/22,JP,JP-13,Tokyo
31.220.220.0/22,US,US-VA,Ashburn
31.220.235.0/24,IN,IN-MH,Mumbai
34.192.0.0/12,US,US-VA,Ashburn
34.208.0.0/12,US,US-OR,Boardman
34.224.0.0/12,US,US-VA,Ashburn
34.240.0.0/12,IE,IE-D,Dublin
35.33.128.0/21,US,US-OH,Columbus
35.33.136.0/21,US,US-VA,Ashburn
35.33.144.0/21,US,US-CO,Denver
35.33.152.0/21,US,US-AZ,Phoenix
35.33.160.0/21,US,US-WA,Seattle
35.33.168.0/21,US,US-OR,Portland
35.33.176.0/21,US,US-CA,Los Angeles
35.33.184.0/21,US,US-NV,Las Vegas
35.33.192.0/21,US,US-PA,Philadelphia
35.33.200.0/21,US,US-FL,Miami
35.33.208.0/21,US,US-GA,Atlanta
35.33.216.0/21,US,US-MA,Boston
35.33.224.0/21,US,US-NY,New York City
35.33.232.0/21,US,US-TX,Dallas
35.33.240.0/21,US,US-MN,Minneapolis
35.33.248.0/21,US,US-IL,Chicago
35.39.96.0/21,US,US-MO,Kansas City
35.39.104.0/21,US,US-TX,Houston
35.39.112.0/21,US,US-CA,San Jose
35.50.128.0/21,US,US-OR,Boardman
35.50.142.0/23,US,US-OH,Columbus
35.50.144.0/24,US,US-OH,Columbus
35.50.176.0/23,BR,BR-SP,Sao Paulo
35.50.178.0/24,BR,BR-SP,Sao Paulo
35.50.192.0/23,DE,DE-HE,Frankfurt
35.50.194.0/24,DE,DE-HE,Frankfurt
35.50.195.0/24,IE,IE-D,Dublin
35.50.196.0/23,IE,IE-D,Dublin
35.50.208.0/24,BH,BH-14,Bahrain
35.50.210.0/23,BH,BH-14,Bahrain
35.50.212.0/23,BH,BH-14,Bahrain
35.50.214.0/24,BH,BH-14,Bahrain
35.50.224.0/24,JP,JP-13,Tokyo
35.50.226.0/23,JP,JP-13,Tokyo
35.50.228.0/23,JP,JP-27,Osaka
35.50.230.0/24,JP,JP-27,Osaka
35.50.231.0/24,IN,IN-MH,Mumbai
35.50.232.0/23,IN,IN-MH,Mumbai
35.50.234.0/23,SG,SG-01,Singapore
35.50.236.0/24,SG,SG-01,Singapore
35.50.237.0/24,KR,KR-28,Incheon
35.50.238.0/23,KR,KR-28,Incheon
35.71.64.0/22,US,US-OR,Boardman
35.71.68.0/22,US,US-VA,Ashburn
35.71.72.0/22,IE,IE-D,Dublin
35.71.96.0/24,ID,ID-JK,Jakarta
35.71.97.0/24,AU,AU-NSW,Sydney
35.71.98.0/24,SE,SE-AB,Stockholm
35.71.99.0/24,BH,BH-14,Bahrain
35.71.100.0/24,IN,IN-MH,Mumbai
35.71.101.0/24,FR,FR-75C,Paris
35.71.102.0/24,US,US-OH,Columbus
35.71.103.0/24,ZA,ZA-WC,Cape Town
35.71.104.0/24,AE,AE-DU,Dubai
35.71.105.0/24,DE,DE-HE,Frankfurt
35.71.106.0/24,BR,BR-SP,Sao Paulo
35.71.107.0/24,CN,CN-HK,Hong Kong
35.71.108.0/24,IN,IN-TG,Hyderabad
35.71.109.0/24,KR,KR-28,Incheon
35.71.110.0/24,JP,JP-27,Osaka
35.71.111.0/24,GB,GB-LND,London
35.71.112.0/24,AU,AU-VIC,Melbourne
35.71.113.0/24,IT,IT-MI,Milan
35.71.114.0/24,JP,JP-13,Tokyo
35.71.115.0/24,US,US-OH,Columbus
35.71.116.0/24,US,US-OR,Boardman
35.71.117.0/24,US,US-CA,San Jose
35.71.118.0/24,SG,SG-01,Singapore
35.71.119.0/24,CA,CA-QC,Montreal
35.71.120.0/24,ES,ES-AR,Zaragoza
35.71.121.0/24,CH,CH-ZH,Zurich
35.71.122.0/24,IL,IL-TA,Tel Aviv
35.71.123.0/24,CA,CA-AB,Calgary
35.71.124.0/24,MY,MY-14,Kuala Lumpur
35.71.125.0/24,MX,MX-QUE,Querétaro
35.71.126.0/24,TH,TH-10,Bangkok
35.71.127.0/24,TW,TW-TPE,Taipei
35.72.0.0/13,JP,JP-13,Tokyo
35.80.0.0/12,US,US-OR,Boardman
35.96.0.0/22,US,US-OR,Boardman
35.96.4.0/24,US,US-OR,Boardman
35.96.5.0/24,DE,DE-HE,Frankfurt
35.96.6.0/23,US,US-OR,Boardman
35.96.8.0/22,US,US-OR,Boardman
35.96.12.0/24,DE,DE-HE,Frankfurt
35.96.13.0/24,US,US-OR,Boardman
35.96.14.0/23,US,US-OR,Boardman
35.96.16.0/20,US,US-OR,Boardman
35.96.32.0/20,CA,CA-AB,Calgary
35.96.48.0/20,DE,DE-HE,Frankfurt
35.96.64.0/20,FR,FR-75C,Paris
35.96.80.0/20,GB,GB-LND,London
35.96.96.0/20,DE,DE-HE,Frankfurt
